gene_id,func_category,enzyme_types,is_committed,is_reversible,is_enzyme,abs_d,description
Zm00001eb360260,Unknown,none,False,False,False,2.5420296378071634,xp_004969524.2 protein ataf2 [setaria italica] no apical meristem (nam) protein
Zm00001eb314230,Unknown,none,False,False,False,1.7220254620463895,xp_021308282.1 protein gamete expressed 1 [sorghum bicolor] protein gamete expressed
Zm00001eb204030,Unknown,none,False,False,False,3.776154804882046,xp_021315064.1 protein rdm16 isoform x1 [sorghum bicolor] pre-mrna processing factor 3 (prp3)
Zm00001eb106240,Unknown,kinase,True,False,True,0.774454218968955,"xp_002460802.1 pyruvate, phosphate dikinase regulatory protein, chloroplastic [sorghum bicolor] bifunctional serine threonine kinase and phosphorylase involved in the dark light-mediated regulation of"
Zm00001eb252460,Unknown,none,False,False,False,2.800267841073044,xp_004953663.1 17.8 kda heat shock protein [setaria italica] belongs to the small heat shock protein (hsp20) family
Zm00001eb045280,Unknown,none,False,False,False,4.228606261614184,xp_021306524.1 vacuolar protein sorting-associated protein 52 a isoform x1 [sorghum bicolor] vps52 / sac2 family
Zm00001eb215480,Unknown,none,False,False,False,2.0849681970533394,xp_002463926.1 endoplasmic reticulum oxidoreductin-1 [sorghum bicolor] endoplasmic reticulum oxidoreductin 1 (ero1)
Zm00001eb010900,Unknown,kinase,True,False,True,3.0203014131688506,"xp_002465546.1 phosphomevalonate kinase, peroxisomal [sorghum bicolor] ghmp kinases n terminal domain"
Zm00001eb043450,Unknown,none,False,False,False,1.784514558719577,"xp_002464366.1 uncharacterized protein loc8065156 [sorghum bicolor] protein of unknown function, duf538"
Zm00001eb068910,Unknown,none,False,False,False,2.9487015875250875,xp_002448622.1 binding partner of acd11 1 [sorghum bicolor] rna recognition motif
Zm00001eb395470,Unknown,none,False,False,False,3.936818185586951,xp_003558010.1 probable arabinosyltransferase arad1 [brachypodium distachyon] exostosin family
Zm00001eb155350,Unknown,none,False,False,False,1.861742683775256,xp_002458377.1 anoctamin-like protein os01g0706700 [sorghum bicolor] calcium-activated chloride channel
Zm00001eb125670,Unknown,ubiquitin,True,False,True,2.153081217691684,xp_002457448.1 probable ubiquitin-conjugating enzyme e2 23 [sorghum bicolor] belongs to the ubiquitin-conjugating enzyme family
Zm00001eb356410,Unknown,none,False,False,False,1.002036770545491,xp_052155031.1 nucleosome assembly protein 1;2 [oryza glaberrima] belongs to the nucleosome assembly protein (nap) family
Zm00001eb064190,Unknown,none,False,False,False,3.4095005292035405,xp_002463535.1 poly(adp-ribose) glycohydrolase 1 [sorghum bicolor] poly (adp-ribose) glycohydrolase (parg)
Zm00001eb104710,Unknown,none,False,False,False,1.991401602261453,xp_021307826.1 mitochondrial amidoxime reducing component 2-like [sorghum bicolor] mosc n-terminal beta barrel domain
Zm00001eb387530,Unknown,none,False,False,False,3.517068454399342,xp_021304932.1 nudix hydrolase 2 isoform x3 [sorghum bicolor] belongs to the nudix hydrolase family
Zm00001eb094240,Unknown,none,False,False,False,2.7660951915360297,"xp_002450097.1 mrna turnover protein 4 homolog [sorghum bicolor] component of the ribosome assembly machinery. nuclear paralog of the ribosomal protein p0, it binds pre-60s subunits at an early stage "
Zm00001eb240160,Unknown,none,False,False,False,3.150560673239874,xp_004951439.1 aminopeptidase m1-a [setaria italica] erap1-like c-terminal domain
Zm00001eb385600,Unknown,none,False,False,False,1.945641899503812,"xp_002438639.1 adenine nucleotide transporter bt1, chloroplastic/mitochondrial [sorghum bicolor] belongs to the mitochondrial carrier (tc 2.a.29) family"
Zm00001eb209100,Unknown,none,False,False,False,2.161064757111342,xp_021315999.1 phosphatidylinositol/phosphatidylcholine transfer protein sfh6 isoform x2 [sorghum bicolor] cral/trio domain
Zm00001eb366050,Unknown,none,False,False,False,2.5632794191115544,xp_021313667.1 uncharacterized protein loc110434194 isoform x2 [sorghum bicolor] nan
Zm00001eb350050,Unknown,none,False,False,False,2.270372570453316,xp_002440740.1 derlin-1.2 [sorghum bicolor] may be involved in the degradation of misfolded endoplasmic reticulum (er) luminal proteins
Zm00001eb433520,Unknown,none,False,False,False,2.1607528247400194,xp_002448756.1 upf0496 protein 4 [sorghum bicolor] upf0496 protein 4-like
Zm00001eb397090,Unknown,none,False,False,False,4.221908761750404,xp_004984841.1 alpha-taxilin [setaria italica] myosin-like coiled-coil protein
Zm00001eb203240,Unknown,none,False,False,False,3.341135025387979,xp_002451996.2 uncharacterized protein loc8077779 isoform x1 [sorghum bicolor] protein of unknown function (duf563)
Zm00001eb316410,Unknown,none,False,False,False,3.622077143871217,xp_002460433.1 heat shock protein 81-2 [sorghum bicolor] heat shock protein
Zm00001eb374330,Unknown,none,False,False,False,1.6181686821158872,xp_002437991.1 uncharacterized protein loc8065438 isoform x1 [sorghum bicolor] isoform x1
Zm00001eb117460,Unknown,none,False,False,False,3.3114651472125205,xp_002459360.1 putative deoxyribonuclease tatdn1 isoform x1 [sorghum bicolor] tatd related dnase
Zm00001eb046960,Unknown,none,False,False,False,1.4931449668293355,xp_021306519.1 putative transporter arsb [sorghum bicolor] citrate transporter
Zm00001eb359400,Unknown,none,False,False,False,4.113862535067752,xp_002458242.2 uncharacterized protein loc8058256 isoform x1 [sorghum bicolor] wd40 repeats
Zm00001eb171030,Unknown,none,False,False,False,1.972462297927824,xp_004972559.1 mitochondrial pyruvate carrier 4 [setaria italica] mediates the uptake of pyruvate into mitochondria
Zm00001eb104300,Unknown,kinase,True,False,True,2.0729768128253014,xp_021308164.1 g-type lectin s-receptor-like serine/threonine-protein kinase b120 [sorghum bicolor] protein kinase domain
Zm00001eb000920,Unknown,kinase,True,False,True,1.008744758576002,xp_021302596.1 serine/threonine-protein kinase osr1-like isoform x1 [sorghum bicolor] protein kinase domain
Zm00001eb373600,Unknown,none,False,False,False,2.3386125552092167,"xp_004964928.1 kinesin-like protein kin-7d, chloroplastic isoform x1 [setaria italica] belongs to the trafac class myosin-kinesin atpase superfamily. kinesin family"
Zm00001eb422400,Unknown,none,False,False,False,3.864737213611521,xp_002447825.1 abscisic stress-ripening protein 3 [sorghum bicolor] aba/wds induced protein
Zm00001eb106100,Unknown,none,False,False,False,2.2421915352182813,xp_021309817.1 tortifolia1-like protein 1 isoform x2 [sorghum bicolor] microtubule-associated protein
Zm00001eb313460,Unknown,none,False,False,False,2.315207457748919,xp_002460242.1 tetraspanin-8 [sorghum bicolor] belongs to the tetraspanin (tm4sf) family
Zm00001eb398750,Unknown,synthase,True,False,True,2.1202665528226134,xp_021306946.1 3-ketoacyl-coa synthase 1 [sorghum bicolor] 3-ketoacyl-coa synthase
Zm00001eb072790,Unknown,none,False,False,False,2.599665427912612,xp_002446995.1 uncharacterized protein loc8057699 [sorghum bicolor] alpha and gamma adaptin binding protein p34
Zm00001eb304560,Unknown,synthase,True,False,True,3.8414810666527024,xp_002459635.1 probable cellulose synthase a catalytic subunit 6 [udp-forming] [sorghum bicolor] belongs to the glycosyltransferase 2 family. plant cellulose synthase subfamily
Zm00001eb013520,Unknown,decarboxylase|carboxylase,True,False,True,1.971193291247158,xp_002465414.1 pyruvate decarboxylase 2 [sorghum bicolor] belongs to the tpp enzyme family
Zm00001eb358690,Unknown,none,False,False,False,3.271785325755113,xp_002455982.1 kinesin-like protein kin-13b [sorghum bicolor] belongs to the trafac class myosin-kinesin atpase superfamily. kinesin family
Zm00001eb321330,Unknown,none,False,False,False,2.1201122687053937,xp_004957681.1 serine carboxypeptidase-like [setaria italica] belongs to the peptidase s10 family
Zm00001eb153500,Unknown,kinase,True,False,True,4.407908919107358,xp_002458500.1 28 kda heat- and acid-stable phosphoprotein [sorghum bicolor] casein kinase substrate phosphoprotein pp28
Zm00001eb122170,Unknown,none,False,False,False,1.6246188408538758,xp_004968432.1 ddt domain-containing protein ddr4 [setaria italica] nan
Zm00001eb381470,Unknown,none,False,False,False,2.0357283788875327,xp_002438307.1 65-kda microtubule-associated protein 1 [sorghum bicolor] microtubule associated protein (map65/ase1 family)
Zm00001eb390480,Unknown,cyclase,True,False,True,2.5792444565528156,xp_002467452.1 abscisic acid receptor pyr1 [sorghum bicolor] polyketide cyclase / dehydrase and lipid transport
Zm00001eb291350,Unknown,none,False,False,False,2.8153083422748817,"xp_002441302.1 myb family transcription factor phl7 [sorghum bicolor] myb-cc type transfactor, lheqle motif"
Zm00001eb234620,Unknown,none,False,False,False,3.4991405375220848,xp_002451689.1 uncharacterized protein loc8079424 isoform x2 [sorghum bicolor] metallo-beta-lactamase superfamily
Zm00001eb405450,Unknown,none,False,False,False,5.308221308528998,"xp_021321584.1 transcription factor myb30 [sorghum bicolor] sant  swi3, ada2, n-cor and tfiiib'' dna-binding domains"
Zm00001eb153580,Unknown,protease,True,False,True,1.862591488812747,xp_021313590.1 uncharacterized protein loc8062173 isoform x6 [sorghum bicolor] atp-dependent protease la (lon) substrate-binding domain
Zm00001eb370480,Unknown,synthetase,True,False,True,2.015279933830635,"xp_002456389.1 protein curvature thylakoid 1c, chloroplastic isoform x3 [sorghum bicolor] caad domains of cyanobacterial aminoacyl-trna synthetase"
Zm00001eb191380,Unknown,none,False,False,False,1.4725591162438447,xp_004954378.1 probable voltage-gated potassium channel subunit beta [setaria italica] aldo/keto reductase family
Zm00001eb290750,Unknown,kinase,True,False,True,2.687972913495488,xp_002441272.1 probable inactive receptor kinase at5g58300 [sorghum bicolor] leucine rich repeat n-terminal domain
Zm00001eb153760,Unknown,none,False,False,False,1.9868312836539712,"xp_004969894.1 profilin-a [setaria italica] binds to actin and affects the structure of the cytoskeleton. at high concentrations, profilin prevents the polymerization of actin, whereas it enhances it "
Zm00001eb322940,Unknown,none,False,False,False,1.6639237476891189,
Zm00001eb104810,Unknown,kinase,True,False,True,3.306003782257017,xp_002460675.1 serine/threonine-protein kinase/endoribonuclease ire1 isoform x1 [sorghum bicolor] ribonuclease 2-5a
Zm00001eb179290,Unknown,none,False,False,False,2.5907585948602705,
Zm00001eb425580,Unknown,none,False,False,False,1.359398667383342,xp_002446718.1 uncharacterized protein loc8073710 [sorghum bicolor] lysine methyltransferase
Zm00001eb110020,Unknown,kinase,True,False,True,2.196394333079513,xp_002461094.1 cbl-interacting protein kinase 21 [sorghum bicolor] non-specific serine threonine protein kinase
Zm00001eb379070,Unknown,synthase,True,False,True,3.622352488728783,xp_004964325.1 cellulose synthase-like protein d2 [setaria italica] belongs to the glycosyltransferase 2 family
Zm00001eb289600,Unknown,isomerase,False,True,True,1.881835007983475,xp_002441215.1 peptidyl-prolyl cis-trans isomerase fkbp20-1 [sorghum bicolor] peptidyl-prolyl cis-trans isomerase
Zm00001eb163880,Unknown,none,False,False,False,1.6116800895543422,xp_004978531.1 non-specific lipid-transfer protein 1 [setaria italica] plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. may play a role in w
Zm00001eb344390,Unknown,none,False,False,False,5.125252714907451,xp_002441558.1 uncharacterized protein loc8083789 [sorghum bicolor] nan
Zm00001eb241400,Unknown,none,False,False,False,2.227398896228534,xp_002453869.1 galacturonosyltransferase 8 [sorghum bicolor] belongs to the glycosyltransferase 8 family
Zm00001eb123270,Unknown,none,False,False,False,2.1331547323847975,xp_002455126.1 mini-chromosome maintenance complex-binding protein [sorghum bicolor] mini-chromosome maintenance replisome factor
Zm00001eb208710,Unknown,none,False,False,False,1.9439999256388856,xp_021315652.1 rna polymerase ii transcription factor b subunit 4 [sorghum bicolor] transcription factor tfb4
Zm00001eb182260,Unknown,none,False,False,False,3.4683844000086848,xp_002453992.1 auxin response factor 7 [sorghum bicolor] auxin response factors (arfs) are transcriptional factors that bind specifically to the dna sequence 5'-tgtctc-3' found in the auxin-responsive
Zm00001eb143460,Unknown,none,False,False,False,2.8587039833583954,xp_004971047.1 selenium-binding protein 1 [setaria italica] selenium-binding protein
Zm00001eb201090,Unknown,none,False,False,False,6.454553502625511,xp_002450410.1 uncharacterized protein loc8079718 [sorghum bicolor] nan
Zm00001eb257810,Unknown,none,False,False,False,3.7401838527052793,xp_004954215.1 transcription factor bhlh82 [setaria italica] helix loop helix domain
Zm00001eb312440,Unknown,none,False,False,False,1.95379483851799,xp_052166829.1 o-fucosyltransferase 31-like [oryza glaberrima] gdp-fucose protein o-fucosyltransferase
Zm00001eb379200,Unknown,phosphatase|mutase,True,False,True,2.094570252486709,xp_052158782.1 phosphoglycerate mutase-like protein at74h [oryza glaberrima] histidine phosphatase superfamily (branch 1)
Zm00001eb385310,Unknown,none,False,False,False,5.4563074515983665,xp_021306093.1 uncharacterized protein loc8079312 [sorghum bicolor] nan
Zm00001eb162130,Unknown,none,False,False,False,1.9819117322033593,xp_021312417.1 zinc finger ccch domain-containing protein 8-like isoform x2 [sorghum bicolor] zinc finger c-x8-c-x5-c-x3-h type (and similar)
Zm00001eb246440,Unknown,none,False,False,False,2.855413475989271,"xp_004953013.1 transcription termination factor mterf5, chloroplastic [setaria italica] mterf"
Zm00001eb295800,Unknown,none,False,False,False,2.572293252703069,xp_004961229.1 homeobox-ddt domain protein rlt2 [setaria italica] isoform x1
Zm00001eb094520,Unknown,ubiquitin|ligase,True,False,True,1.8043074544860256,xp_021309874.1 e3 ubiquitin-protein ligase upl1-like isoform x2 [sorghum bicolor] domain of unknown function (duf913)
Zm00001eb127860,Unknown,kinase,True,False,True,1.6422511574694476,xp_002455388.1 probable serine/threonine-protein kinase pbl7 [sorghum bicolor] belongs to the protein kinase superfamily
Zm00001eb169990,Unknown,none,False,False,False,6.817995601954361,"xp_004979240.1 uv-b-induced protein at3g17800, chloroplastic [setaria italica] protein of unknown function (duf760)"
Zm00001eb056930,Unknown,none,False,False,False,1.8450745007643008,xp_021311613.1 stem-specific protein tsjt1-like [sorghum bicolor] duf3700
Zm00001eb356090,Unknown,none,False,False,False,2.489816512747927,xp_021302707.1 abc transporter d family member 1 [sorghum bicolor] abc transporter transmembrane region 2
Zm00001eb009870,Unknown,none,False,False,False,2.263909599998336,xp_002468212.1 uncharacterized protein loc8056841 [sorghum bicolor] nan
Zm00001eb303060,Unknown,kinase,True,False,True,1.7875926306467889,xp_002461672.1 leucine-rich repeat receptor-like tyrosine-protein kinase pxc3 [sorghum bicolor] protein kinase domain
Zm00001eb268420,Unknown,none,False,False,False,2.5182726232604637,xp_002437661.2 protein mei2-like 2 [sorghum bicolor] rna recognition motif 2
Zm00001eb356430,Unknown,none,False,False,False,2.9344690963873594,xp_002440147.1 probable wrky transcription factor 50 [sorghum bicolor] wrky dna -binding domain
Zm00001eb150550,Unknown,none,False,False,False,0.99628196713376,xp_002458647.1 cytochrome p450 98a1-like [sorghum bicolor] belongs to the cytochrome p450 family
Zm00001eb365780,Unknown,none,False,False,False,2.983379014839409,xp_002456774.1 calreticulin-3 isoform x1 [sorghum bicolor] calreticulin family
Zm00001eb161090,Unknown,none,False,False,False,1.882268508015435,
Zm00001eb113090,Unknown,none,False,False,False,3.226892876942958,xp_002449536.1 cbby-like protein [sorghum bicolor] haloacid dehalogenase-like hydrolase
Zm00001eb360390,Unknown,none,False,False,False,1.8816870182450085,xp_004969542.1 uncharacterized protein loc101780019 [setaria italica] yt521-b-like domain
Zm00001eb260350,Unknown,none,False,False,False,2.401949872078158,xp_021320295.1 glycolipid transfer protein 2 [sorghum bicolor] glycolipid transfer protein (gltp)
Zm00001eb301540,Unknown,synthase,True,False,True,5.061909574591178,xp_006657506.2 tryptophan synthase alpha chain-like [oryza brachyantha] belongs to the trpa family
Zm00001eb144320,Unknown,none,False,False,False,3.130841108192741,xp_002456801.1 uncharacterized protein loc8056129 isoform x4 [sorghum bicolor] protein of unknown function (duf971)
Zm00001eb390620,Unknown,none,False,False,False,3.000648476281756,xp_002467460.1 nadh dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 [sorghum bicolor] protein of unknown function (duf498/duf598)
Zm00001eb094480,Unknown,none,False,False,False,2.6400627341813325,"xp_002459926.1 sec14 cytosolic factor isoform x4 [sorghum bicolor] cral/trio, n-terminal domain"
Zm00001eb311230,Unknown,phosphatase,True,False,True,3.004041531384752,xp_010519815.1 predicted: probable trehalose-phosphate phosphatase j isoform x2 [tarenaya hassleriana] removes the phosphate from trehalose 6-phosphate to produce free trehalose
Zm00001eb126650,Unknown,none,False,False,False,2.613780193933824,xp_002457516.1 cation/calcium exchanger 4 [sorghum bicolor] belongs to the ca(2 ) cation antiporter (caca) (tc 2.a.19) family
Zm00001eb237500,Unknown,none,False,False,False,3.7666607845588014,"xp_006647151.2 d-amino-acid transaminase, chloroplastic [oryza brachyantha] amino-transferase class iv"
Zm00001eb219040,Unknown,oxygenase,True,False,True,2.410048121163423,xp_004982424.1 probable 2-oxoglutarate-dependent dioxygenase at5g05600 [setaria italica] belongs to the iron ascorbate-dependent oxidoreductase family
Zm00001eb325330,Unknown,none,False,False,False,2.856167218397106,xp_004958115.1 vacuolar protein sorting-associated protein 62 [setaria italica] vacuolar protein sorting-associated protein 62
Zm00001eb010650,Unknown,none,False,False,False,1.7228995125959938,xp_002468177.1 pentatricopeptide repeat-containing protein at4g21065 [sorghum bicolor] dyw family of nucleic acid deaminases
Zm00001eb102050,Unknown,none,False,False,False,2.633437955533686,xp_021308234.1 titin homolog [sorghum bicolor] single fertilization
Zm00001eb091420,Unknown,none,False,False,False,1.5741093788501044,xp_002450415.2 abc transporter g family member 25 [sorghum bicolor] abc-2 type transporter
Zm00001eb022580,Unknown,none,False,False,False,3.6209706774235326,xp_002465000.1 hippocampus abundant transcript 1 protein [sorghum bicolor] hippocampus abundant transcript-like protein
Zm00001eb403450,Unknown,none,False,False,False,1.6746920973337742,xp_002465804.1 protein sulfur deficiency-induced 1 [sorghum bicolor] protein sulfur deficiency-induced
Zm00001eb064000,Unknown,none,False,False,False,2.7193341663871995,"xp_002463547.1 prohibitin-1, mitochondrial [sorghum bicolor] spfh domain / band 7 family"
Zm00001eb023220,Unknown,none,False,False,False,2.27054529992127,
Zm00001eb252250,Unknown,kinase,True,False,True,3.1936707580998416,xp_002454414.1 uridine-cytidine kinase c [sorghum bicolor] cyth domain
Zm00001eb371520,Unknown,none,False,False,False,1.8181388931208795,xp_021305299.1 nf-x1-type zinc finger protein nfxl1 [sorghum bicolor] znf_nfx
Zm00001eb175230,Unknown,none,False,False,False,2.288702790845905,xp_002445809.1 protein nuclear fusion defective 4 [sorghum bicolor] nodulin-like
Zm00001eb430800,Unknown,none,False,False,False,2.73154651053456,xp_002448522.1 methyl-cpg-binding domain-containing protein 13 [sorghum bicolor] methyl-cpg binding domain
Zm00001eb078890,Unknown,none,False,False,False,2.040393037676521,xp_002446711.1 ankyrin-3 [sorghum bicolor] ankyrin repeats (many copies)
Zm00001eb159400,Unknown,none,False,False,False,1.7755265048836455,xp_002455982.1 kinesin-like protein kin-13b [sorghum bicolor] belongs to the trafac class myosin-kinesin atpase superfamily. kinesin family
Zm00001eb402390,Unknown,epimerase,False,True,True,4.027247771856735,"xp_004985559.1 ribulose-phosphate 3-epimerase, chloroplastic [setaria italica] ribulose-phosphate 3 epimerase family"
Zm00001eb404040,Unknown,none,False,False,False,2.5965898104389025,xp_021318451.1 uncharacterized protein loc8059491 [sorghum bicolor] senescence regulator
Zm00001eb248620,Unknown,none,False,False,False,3.566530348832343,xp_021316110.1 protein shortage in chiasmata 1 isoform x2 [sorghum bicolor] nan
Zm00001eb043170,Unknown,none,False,False,False,2.452830718673834,nan nan
Zm00001eb227240,Unknown,none,False,False,False,2.614639658175785,xp_002437553.1 zinc finger ccch domain-containing protein 46 isoform x1 [sorghum bicolor] zinc finger c-x8-c-x5-c-x3-h type (and similar)
Zm00001eb246850,Unknown,none,False,False,False,2.116124084261831,"xp_002452434.1 pentatricopeptide repeat-containing protein at5g04810, chloroplastic [sorghum bicolor] pentatricopeptide repeat domain"
Zm00001eb001150,Unknown,none,False,False,False,2.0803573236363664,xp_004985979.2 vacuolar protein 8 isoform x1 [setaria italica] armadillo/beta-catenin-like repeats
Zm00001eb283200,Unknown,none,False,False,False,2.0579915874978787,xp_002450034.2 putative disease resistance rpp13-like protein 3 [sorghum bicolor] nb-arc domain
Zm00001eb193640,Unknown,none,False,False,False,3.1278602552196215,xp_002452882.1 uncharacterized protein loc8078922 [sorghum bicolor] protein of unknown function (duf1685)
Zm00001eb152120,Unknown,none,False,False,False,3.5931912782003255,
Zm00001eb302940,Unknown,none,False,False,False,4.686390244607297,"xp_002459524.1 zeta-carotene desaturase, chloroplastic/chromoplastic [sorghum bicolor] catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. it carries out two co"
Zm00001eb336750,Unknown,none,False,False,False,1.4278999050363927,xp_002455104.1 uncharacterized protein loc8056548 isoform x2 [sorghum bicolor] protein of unknown function (duf4050)
Zm00001eb150960,Unknown,none,False,False,False,6.626846311236884,xp_002458630.1 protein translation factor sui1 homolog [sorghum bicolor] translation initiation factor sui1
Zm00001eb058750,Unknown,none,False,False,False,2.289258328627231,"xp_002463825.1 30s ribosomal protein s9, chloroplastic [sorghum bicolor] belongs to the universal ribosomal protein us9 family"
Zm00001eb397900,Unknown,none,False,False,False,2.6311028284089657,xp_004984915.1 protein da1-related 2 isoform x2 [setaria italica] protein da1
Zm00001eb371150,Unknown,none,False,False,False,1.9059675586076643,xp_002456339.1 probable glutamate carboxypeptidase lamp1 [sorghum bicolor] glutamate carboxypeptidase 2
Zm00001eb079420,Unknown,none,False,False,False,5.825883962535814,xp_002446676.1 uncharacterized protein loc8058730 [sorghum bicolor] methyltransferase domain
Zm00001eb214630,Unknown,kinase,True,False,True,3.4581827083427767,xp_002463860.1 lrr receptor-like serine/threonine-protein kinase rpk2 [sorghum bicolor] belongs to the protein kinase superfamily. ser thr protein kinase family
Zm00001eb157820,Unknown,none,False,False,False,2.7854375855586,xp_002456083.1 acidic endochitinase [sorghum bicolor] belongs to the glycosyl hydrolase 18 family
Zm00001eb253150,Unknown,none,False,False,False,1.66884832394174,xp_002454366.1 zinc finger protein constans-like 9 [sorghum bicolor] zinc finger protein
Zm00001eb312990,Unknown,none,False,False,False,5.4270744724144935,
Zm00001eb206800,Unknown,none,False,False,False,1.5748227706490667,xp_002453396.1 calmodulin-binding protein 60 b [sorghum bicolor] calmodulin binding protein-like
Zm00001eb243970,Unknown,oxygenase,True,False,True,2.201691679038871,xp_004952758.1 monooxygenase 1 [setaria italica] fad binding domain
Zm00001eb062220,Unknown,none,False,False,False,1.556245220513922,xp_002463653.1 u-box domain-containing protein 62 isoform x1 [sorghum bicolor] u-box domain-containing protein
Zm00001eb138300,Unknown,none,False,False,False,2.1895306784654274,"xp_021301983.1 glutathione s-transferase [sorghum bicolor] glutathione s-transferase, n-terminal domain"
Zm00001eb298180,Unknown,none,False,False,False,2.905709175966613,xp_002461301.1 ddrgk domain-containing protein 1 [sorghum bicolor] ddrgk domain
Zm00001eb001340,Unknown,synthase,True,False,True,3.0172447030203235,"xp_002468628.2 hydroxymethylglutaryl-coa synthase [sorghum bicolor] this enzyme condenses acetyl-coa with acetoacetyl-coa to form hmg-coa, which is the substrate for hmg-coa reductase"
Zm00001eb100140,Unknown,none,False,False,False,1.9935988145958217,
Zm00001eb080510,Unknown,synthase,True,False,True,4.4901050570846515,"xp_021318573.1 anthranilate synthase beta subunit 1, chloroplastic-like [sorghum bicolor] peptidase c26"
Zm00001eb030710,Unknown,none,False,False,False,3.170737524891494,xp_002443475.1 spx and exs domain-containing protein 1 [sorghum bicolor] exs family
Zm00001eb413740,Unknown,none,False,False,False,2.411421748480584,xp_021321509.1 uncharacterized protein loc8071173 isoform x3 [sorghum bicolor] aicarft/impchase bienzyme
Zm00001eb335350,Unknown,none,False,False,False,2.1145856324838888,xp_021311394.1 plastidic glucose transporter 4 isoform x2 [sorghum bicolor] belongs to the major facilitator superfamily. sugar transporter (tc 2.a.1.1) family
Zm00001eb315000,Unknown,kinase,True,False,True,2.7010650497920357,xp_004957025.1 probable bri1 kinase inhibitor 1 [setaria italica] bri1 kinase inhibitor
Zm00001eb316180,Unknown,protease,True,False,True,2.0457408494500875,xp_002460418.2 subtilisin-like protease sbt5.3 [sorghum bicolor] subtilisin-like protease
Zm00001eb350800,Unknown,none,False,False,False,3.043002445624664,
Zm00001eb386920,Unknown,ligase|synthetase,True,False,True,4.391702011792004,"xp_021304963.1 isoleucine--trna ligase, cytoplasmic [sorghum bicolor] belongs to the class-i aminoacyl-trna synthetase family"
Zm00001eb394390,Unknown,none,False,False,False,2.190089812577919,xp_004960369.1 phosphoinositide phospholipase c 2 [setaria italica] phosphoinositide phospholipase c
