chr,pos,gene_id,dist_to_tss,n_variant,n_reference,mean_ase_variant,mean_ase_reference,cohens_d,abs_ase_variant,abs_ase_reference,mw_p,t_p,condition,fdr_mw
chr1,3168783,Zm00001eb000880,954,6,13,-0.47071953725939425,-0.643828007858261,0.2385236053850552,0.5880136426180403,0.7089675003511098,0.5213769718413681,0.668540207882477,WW,0.7622814530110918
chr1,3261961,Zm00001eb000920,1051,11,7,-0.025482147093729347,-0.10346440864697633,0.18545596869640704,0.21488821654315426,0.19994634695318905,0.3283056812468577,0.7035459946012006,WW,0.6004239746655513
chr1,3283054,Zm00001eb000930,795,8,8,-0.6897308324356727,-0.8521285682793497,0.23095574334205485,0.8227459823253225,1.0474401072110748,0.2786324786324786,0.651297817701177,WW,0.5490635698062075
chr1,3368304,Zm00001eb000980,1114,11,8,0.2834717919143491,-0.0479241546746331,0.8207016439390131,0.4419481547684803,0.20432174883735532,0.09084173480458312,0.06886056372417071,WW,0.29307378656864214
chr1,3368304,Zm00001eb000990,1777,11,8,-0.07861248935597914,0.03842623795975751,-0.18610276263884726,0.41693861480129096,0.6130758366828705,0.7167844195707973,0.7084560069000969,WW,0.8857809315702159
chr1,3369545,Zm00001eb000980,127,3,16,0.05547203555620636,0.16052377293700976,-0.24016484140407474,0.1822380288167135,0.3718306004188741,0.8751289989680083,0.6117741708181199,WW,0.9736501699697879
chr1,3369545,Zm00001eb000990,536,3,16,0.006720606354613319,-0.03609308114384689,0.06778204830460015,0.4795343421434813,0.5032705268654201,0.9576883384932922,0.924004869272999,WW,1.0
chr1,3437597,Zm00001eb001020,274,9,8,-0.3432760720042807,-0.20560718583128437,-0.2866992848090418,0.39712166364786206,0.38285985845919435,0.4807075277663513,0.5730832749381789,WW,0.7332319323062461
chr1,3472996,Zm00001eb001040,732,4,10,-0.05481341221716453,-0.08636001263734897,0.09903839565538676,0.2283208625141935,0.30756548568213515,0.6353646353646354,0.8621641797062531,WW,0.837271072146517
chr1,3732689,Zm00001eb001120,53,15,3,-0.00891217594735342,-0.15296238379565757,0.49299690408400737,0.21890717402890664,0.21386459256512513,0.5735294117647058,0.4508827616053902,WW,0.7915398163803817
chr1,3762169,Zm00001eb001130,570,10,7,0.11625824584783115,0.02823656250342817,0.30074805990022635,0.2637677370567264,0.20567649971086596,0.7396133278486219,0.5377762339477498,WW,0.897899830226522
chr1,3959893,Zm00001eb001270,188,6,10,1.041461764524487,-0.08172532122989258,1.1844738112354487,1.0766920368511,0.11915054159721414,0.04195804195804197,0.14044953771703092,WW,0.18702474520575282
chr1,3960047,Zm00001eb001270,342,3,10,-0.26870791316879483,0.6192106251387103,-0.7580079902853268,0.26870791316879483,0.6643668841268578,0.027972027972027972,0.06212267758086587,WW,0.14939334170103402
chr1,3963531,Zm00001eb001280,972,12,6,0.5166441326331808,0.2737233574579576,0.33523751245673195,0.7068607084417061,0.4271289273252048,0.5532212885154062,0.41888299368232623,WW,0.7827222023034078
chr1,4119122,Zm00001eb001400,214,8,5,-0.12574169263160984,0.14477073974259563,-1.5798183686250256,0.17687239038095331,0.1525097867613801,0.029526029526029528,0.009776875369560659,WW,0.15319213451024558
chr1,4173753,Zm00001eb001430,53,5,13,0.032766815924491745,-0.0018657772320724085,0.13545484842726319,0.12177620662314878,0.21353980666208652,0.6330532212885154,0.7415319880073815,WW,0.8367668765954058
chr1,4292526,Zm00001eb001460,478,3,13,-1.430264465077706,0.5146217000089177,-2.7842997030517616,1.430264465077706,0.6609845972347087,0.007142857142857143,0.06681102649733635,WW,0.07011711901255348
chr1,4488840,Zm00001eb001520,887,6,3,0.6414877683216509,1.4040133762361275,-1.7439961762149307,0.6748307077654082,1.4040133762361275,0.047619047619047616,0.034615205159734666,WW,0.2025643744724729
chr1,5047389,Zm00001eb001680,1356,9,10,-0.039661944385446374,-0.18504540960312163,0.4436092070025361,0.19821231998310396,0.3723910847261235,0.2056671796173556,0.34025154942625135,WW,0.46521729905301384
chr1,5047607,Zm00001eb001680,1138,3,10,0.0214914625469933,-0.16865742916210213,0.4861768935570584,0.3325061091729407,0.35600310428510396,0.3706293706293706,0.5570432971412042,WW,0.64040089525715
chr1,5047846,Zm00001eb001680,899,6,13,-0.0975519485866987,-0.12477691569077246,0.0809476786137456,0.15837872612321804,0.35058072079768166,0.5788736547250479,0.8349262391785885,WW,0.796748182811265
chr1,5058707,Zm00001eb001700,1445,8,10,-0.9387200650883818,-0.23867786040213357,-1.2806365719575008,0.9387200650883818,0.566292737238234,0.01554001554001554,0.011873048081866271,WW,0.1086877057496155
chr1,5060157,Zm00001eb001700,5,4,6,-0.5881340816383688,-0.0057070462446434655,-0.9142486060923852,0.6381175356685908,0.5184095382846631,0.2571428571428571,0.15827046471779455,WW,0.5236077974978178
chr1,5075143,Zm00001eb001720,1356,6,6,0.03500632950048075,-0.07685473905535184,0.382395855860805,0.22934261162439748,0.20458336762635831,0.6991341991341992,0.524139524681355,WW,0.8763853663311709
chr1,5376027,Zm00001eb001820,169,7,9,-2.0164440244699606,-1.8233946261216332,-0.16016469756979707,2.0164440244699606,2.090645552013859,1.0,0.7395154008516945,WW,1.0
chr1,5377775,Zm00001eb001820,1579,5,13,-2.123042659229432,-2.199590686548245,0.058252739904530955,2.123042659229432,2.384610558319786,0.8489729225023341,0.8717425316736579,WW,0.9604018193231881
chr1,5567787,Zm00001eb001940,521,6,9,0.6967761709508916,0.35384772930095193,0.3847743525773441,1.0176629748525639,0.35384772930095193,0.45594405594405585,0.580676308804861,WW,0.7098750541067217
chr1,5616816,Zm00001eb001950,368,3,14,-0.7243851783894878,-0.13681156326215457,-1.9009185490060156,0.7243851783894878,0.2790864633984716,0.0029411764705882353,4.9834338424001785e-05,WW,0.04468979080994099
chr1,5744103,Zm00001eb002000,519,4,15,-0.6257226873840255,-0.12761241314219415,-2.0174366341431456,0.6257226873840255,0.2350235586094041,0.003611971104231166,0.00014332684106766152,WW,0.049707483964354024
chr1,6267285,Zm00001eb002250,238,13,6,0.32930521847608285,0.46637554513437146,-0.1530438422821083,0.48164459597969117,1.060973414324139,0.8314167772372107,0.8253342499738158,WW,0.951266388841316
chr1,6377171,Zm00001eb002290,1619,9,4,-0.5398517185383863,-0.6081917572347304,0.07219652368400657,0.8061609566151768,0.6081917572347304,0.5034965034965035,0.8855338677610898,WW,0.7502732009774263
chr1,6496638,Zm00001eb002320,408,9,3,0.013877782419241412,0.4947390740181025,-1.50377264582473,0.144584773943184,0.5096868165626652,0.14545454545454545,0.3039985915438507,WW,0.3831018296771721
chr1,7099806,Zm00001eb002510,110,5,11,-0.4780159392968836,-0.03718158514378894,-1.203732874741751,0.6267065558728097,0.1779444438148977,0.11492673992673993,0.16882797924312112,WW,0.3308963414794948
chr1,7100773,Zm00001eb002510,857,3,9,-0.3465251816384837,-0.04285267698406638,-0.8816006022699691,0.40732325451871687,0.19463014662201047,0.6,0.4684307286033953,WW,0.8139484396200813
chr1,7101098,Zm00001eb002510,1182,5,10,-0.35003499337149735,-0.14206287076484247,-0.5195870649165024,0.3865138370996372,0.2786625934389922,0.37096237096237095,0.3833334184913389,WW,0.64040089525715
chr1,7136480,Zm00001eb002530,44,10,4,-0.06011129639995262,-0.07652350444016678,0.10375641615627224,0.12759546741811564,0.12167505061466102,1.0,0.8584564650968398,WW,1.0
chr1,7282160,Zm00001eb002570,237,4,11,-1.0150572217596887,-0.5117704253881454,-0.9825732831624249,1.0150572217596887,0.7112090782855593,0.017582417582417582,0.019057105799787505,WW,0.11383724523821144
chr1,7301390,Zm00001eb002590,401,6,7,-5.511984115709834,-5.688608797853037,0.29026284762938015,5.511984115709834,5.688608797853037,0.5337995337995338,0.6117160568617436,WW,0.7682902834287847
chr1,7337209,Zm00001eb002610,305,5,12,0.4389003693478051,0.40603296079661555,0.06592491946701944,0.5865796064525309,0.450603353880679,0.5743374272786037,0.9010308007247801,WW,0.7915398163803817
chr1,7342882,Zm00001eb002620,1271,7,10,-0.26606970299850113,0.37826570781015667,-0.4054282876642911,1.1181448019678766,1.3509528599625809,0.4747017688194159,0.3927922794386132,WW,0.72988362701369
chr1,7343859,Zm00001eb002620,294,4,7,1.846733350281093,-0.3048847187722741,1.5168520626791269,1.846733350281093,1.084668355731189,0.10909090909090909,0.09011518740084545,WW,0.32386510703591004
chr1,7653949,Zm00001eb002740,774,5,8,-0.09021451227395445,0.060344073758661285,-0.44643886413053113,0.35787976981385383,0.1377586955865991,0.5236985236985237,0.5550938181905409,WW,0.7643146981881379
chr1,7983311,Zm00001eb002840,2,11,4,-5.765281466722772,-6.1169281034398635,0.5353544075779995,5.765281466722772,6.1169281034398635,0.5714285714285714,0.47992088612636397,WW,0.7915398163803817
chr1,8053801,Zm00001eb002930,33,9,8,0.1802521143337413,0.07505882593703207,0.562853831367769,0.1889980699013851,0.18019000192996812,0.4807075277663513,0.2805324912019441,WW,0.7332319323062461
chr1,8058666,Zm00001eb002940,483,4,6,1.1325450423455763,-0.09309768022381276,9.575159299351384,1.1325450423455763,0.1319959581519536,0.009523809523809525,2.047479249807581e-07,WW,0.08141859565544901
chr1,8099689,Zm00001eb002960,27,3,13,0.16364195604432527,0.27974637198203306,-0.31226226990660155,0.26605741545313316,0.3607561884226935,0.7035714285714286,0.580295881103532,WW,0.8763853663311709
chr1,9048440,Zm00001eb003420,155,8,5,-0.6229479317490971,-0.16965913246231865,-1.2090569298253007,0.6229479317490971,0.24729395330883958,0.018648018648018648,0.03121872687693526,WW,0.11852694878759723
chr1,9056581,Zm00001eb003440,1440,10,5,-0.17519808549525026,1.2958058910439907,-0.79836015521643,0.29429754659182866,1.6507346434039345,0.6786546786546787,0.3729768015988007,WW,0.8676712886431557
chr1,9277111,Zm00001eb003480,168,5,10,0.10620979385149662,0.15346897758817662,-0.2438663549024435,0.1732076505324524,0.16666163006384832,0.37096237096237095,0.7172408054337545,WW,0.64040089525715
chr1,9277183,Zm00001eb003480,96,7,8,0.12010514454137937,0.15312534166869918,-0.16980471004280173,0.16796075645634775,0.16961615726328885,0.6943278943278944,0.751327544492737,WW,0.8739082630440346
chr1,9290101,Zm00001eb003490,613,12,5,0.047689429575240715,-0.10612293823709004,0.46326516028149095,0.26865515154333675,0.19580318587049994,0.5743374272786037,0.3080158790188216,WW,0.7915398163803817
chr1,10196335,Zm00001eb003760,897,9,7,-0.7368203568469158,-0.8218066222270188,0.3146552041060116,0.7368203568469158,0.8218066222270188,0.8370629370629371,0.5045436499724713,WW,0.952966891910185
chr1,10681918,Zm00001eb003880,25,10,4,-0.1394452501933753,-0.007738419474127289,-0.3397410751513993,0.346607344477847,0.19425377519079157,0.5394605394605395,0.481749194380505,WW,0.7711647803154811
chr1,10989545,Zm00001eb003960,836,3,13,-0.4791148895672263,-0.8471523414274809,0.23854638206613465,0.4791148895672263,1.353987681444503,0.9,0.5114176536512982,WW,0.9834539599705941
chr1,11046589,Zm00001eb003970,340,6,5,-0.4821310663886645,-0.19768309885824126,-1.0814622204703899,0.4821310663886645,0.19768309885824126,0.08225108225108226,0.11761539089131777,WW,0.2754929046386333
chr1,11067412,Zm00001eb004000,1605,6,5,0.32589078105361496,-0.3749747226972352,1.035053042419558,0.5876730428505083,0.4634250132667542,0.12554112554112554,0.10974170264110605,WW,0.35257308234836326
chr1,12042883,Zm00001eb004310,502,5,8,-0.13002079870556985,0.002272850916837231,-0.5882342419992059,0.13002079870556985,0.21952548737791672,0.28438228438228436,0.2372449217219596,WW,0.5534918482021757
chr1,12043517,Zm00001eb004310,1136,5,8,-0.11116419354447875,-0.21432684151679798,0.291753689243643,0.18003177148588922,0.3705558991194047,0.7241647241647241,0.5711127229223117,WW,0.8901997005165984
chr1,12076482,Zm00001eb004340,1926,10,8,-0.015627033430466085,-0.10213164262560517,0.43592347722647695,0.15051167198752474,0.1889576291522177,0.2742812742812743,0.37428496828559393,WW,0.5440460629429977
chr1,12227645,Zm00001eb004380,394,6,11,-7.018727616057265,-6.315278506276993,-1.1291964207941954,7.018727616057265,6.315278506276993,0.061570782159017456,0.049112397976061095,WW,0.23330857685270287
chr1,12255759,Zm00001eb004420,296,4,15,-0.17238834228136934,-0.3998371349539157,0.7326229787118309,0.1919766099126365,0.43501146512260613,0.18472652218782248,0.10845462573900727,WW,0.43630894609823984
chr1,12255987,Zm00001eb004420,524,9,8,-0.2957775722083072,-0.41078167231499185,0.3382225315111749,0.3631073525477988,0.41078167231499185,0.3212669683257919,0.4845268533450133,WW,0.5921878962612956
chr1,12338059,Zm00001eb004480,1860,5,9,-0.28154544308440144,-0.0440472293181322,-0.32519180276375836,0.5763316807508839,0.5081350328616243,0.36363636363636365,0.5384981377992981,WW,0.6378592225948222
chr1,12345345,Zm00001eb004490,183,5,13,-0.8273040909352278,-0.37939986838707085,-1.374920005734787,0.8273040909352278,0.4106683760065625,0.00980392156862745,0.0010134785536215502,WW,0.08188772585057415
chr1,12346002,Zm00001eb004490,840,4,14,-0.38073256724265486,-0.5389848910526742,0.4134110008742872,0.43506968962812714,0.5524950417320674,0.4418300653594771,0.5879971419213336,WW,0.698794909875232
chr1,12439967,Zm00001eb004540,1204,6,13,0.6814771181452132,0.63878429246592,0.047296482323238055,0.7152865109367733,0.8689615609401765,0.6388028895768834,0.9106524298697465,WW,0.8400882634459277
chr1,12440047,Zm00001eb004540,1284,3,15,1.1787085327107556,0.5089693660973016,0.7609370699542742,1.1787085327107556,0.7219800892249479,0.16421568627450983,0.025381213350264775,WW,0.41076239777538476
chr1,12520715,Zm00001eb004560,92,9,7,0.17367646198549894,0.18148745018264387,-0.02175785355327184,0.27071069289201055,0.38694435686055595,0.9181818181818182,0.9681929455674076,WW,0.9937734038627137
chr1,13703938,Zm00001eb005000,805,3,13,-0.2641060650685129,0.36298799612406385,-1.098713779171973,0.2641060650685129,0.5217280811539111,0.08214285714285714,0.005411231222735585,WW,0.2754929046386333
chr1,13761967,Zm00001eb005020,100,6,13,0.7157885573336609,0.4894560174481993,0.6070991219942368,0.7157885573336609,0.5079284899652937,0.32286598850066345,0.19599783183292857,WW,0.594258864696177
chr1,14967421,Zm00001eb005390,63,5,4,-0.3499504406065729,-0.14675894117020685,-0.5630976104535056,0.3499504406065729,0.41201629951959673,1.0,0.495016465261744,WW,1.0
chr1,15072938,Zm00001eb005430,300,3,15,0.09448600852844447,0.15104335802908295,-0.23278176248197993,0.12306996885515491,0.17615584351765326,1.0,0.641207046618547,WW,1.0
chr1,15582349,Zm00001eb005570,685,4,13,3.699923386679123,0.5427358556765804,2.490635303582133,3.699923386679123,0.9299135163223227,0.0033613445378151263,0.0010822846242610617,WW,0.047770750091081206
chr1,15864369,Zm00001eb005640,1702,13,6,-1.4060257433733045,-1.4000274338428744,-0.0034890871573611554,1.8412681805447966,1.4000274338428744,0.7012383900928792,0.993836760188548,WW,0.8763853663311709
chr1,16033138,Zm00001eb005700,1971,11,7,-0.1474698466843523,-0.7582199834744069,2.05816520065614,0.18900424336253357,0.7582199834744069,0.0007541478129713423,0.006090125847138417,WW,0.025191381638204835
chr1,16736302,Zm00001eb005900,1777,7,10,1.8163734342203175,0.4244672919483336,1.274294832013089,1.9727985185924584,0.864214595857186,0.024989716166186754,0.02523936392289732,WW,0.14101551480959096
chr1,16875293,Zm00001eb005960,57,6,3,0.4021046635482615,0.2125214047176639,0.9853751073494779,0.4021046635482615,0.234196613729991,0.5476190476190476,0.41912536984201865,WW,0.7771604312413397
chr1,17041220,Zm00001eb005990,468,3,9,-0.027891146285923745,-0.3939555617998757,0.590895114144365,0.7537417690353737,0.39815037358056515,1.0,0.5911233358054601,WW,1.0
chr1,17083252,Zm00001eb006020,1710,4,13,0.2492357962512194,0.1247251132570247,0.45996137159250294,0.2492357962512194,0.24054043380230952,0.4117647058823529,0.27041617161038933,WW,0.6765303705785751
chr1,17840614,Zm00001eb006270,265,15,4,0.7783159129760627,0.2223159513407446,1.2227086327962677,0.7783159129760627,0.7410533040500761,0.22084623323013414,0.2930559934400354,WW,0.48314129877551715
chr1,17934350,Zm00001eb006390,42,12,7,0.508458692068564,0.24427946814804496,0.783118947526303,0.508458692068564,0.5045867900815181,0.4824164483607208,0.25371768226954583,WW,0.7332319323062461
chr1,17945053,Zm00001eb006400,39,12,7,-0.13632436702513978,-0.4043090993331527,0.75046308919596,0.180089347720527,0.534037567967191,0.535841867111217,0.2617051531537772,WW,0.7682902834287847
chr1,18899277,Zm00001eb006620,7,8,5,0.2017207829392868,0.17956308492585066,0.16036596243764767,0.2294661176824626,0.17956308492585066,0.6216006216006216,0.7563261063464828,WW,0.8316321511713467
chr1,18900834,Zm00001eb006620,1564,9,4,0.24931595750796573,0.06693451764296399,1.7505737089183044,0.24931595750796573,0.12242518712931555,0.019580419580419582,0.06569685192206914,WW,0.12123637333721368
chr1,19314363,Zm00001eb006690,1,12,6,-0.0482965073011164,0.8698769604522498,-1.1339369897623346,0.4920382549397724,1.0388636233588775,0.10245636716224953,0.10435464455604289,WW,0.3127335548429769
chr1,19461969,Zm00001eb006700,1164,14,5,0.8232120454383544,-0.035520006043089206,1.5881287704737672,0.8232120454383544,0.568889499533166,0.05572755417956656,0.049159198836052076,WW,0.2210968597965502
chr1,19472825,Zm00001eb006720,1890,13,4,0.6421985839059782,1.299160824897529,-0.7719977724022249,0.8092703029513637,1.349842942398817,0.24537815126050422,0.28702041752045215,WW,0.5126508737441273
chr1,19877478,Zm00001eb006870,1990,11,3,-0.0435155698089831,-0.13483877006786835,0.3791639181862628,0.16221939727526533,0.2880301577395818,0.7692307692307692,0.7104947782563799,WW,0.9198934550289133
chr1,19981055,Zm00001eb006890,890,13,4,-1.3279556287343157,-1.0199253572379492,-0.17219269950779603,1.9335738635359019,1.2661235482304911,0.7033613445378151,0.721849157369637,WW,0.8763853663311709
chr1,20141950,Zm00001eb006930,158,10,8,-0.5518472242369279,-1.41606848660611,1.3402750381829993,0.5616707775498662,1.41606848660611,0.026646556058320763,0.02118467719008727,WW,0.14731117913800995
chr1,21036619,Zm00001eb007130,1355,13,3,-0.07613096762714147,0.05489700593466318,-0.5514420077127339,0.21799154704180632,0.08764218364445726,0.23928571428571427,0.16915967569017448,WW,0.503914836477376
chr1,21037313,Zm00001eb007130,661,5,8,-0.27137017284738374,-0.04878180791340652,-1.8387947367992254,0.27137017284738374,0.1022340040055767,0.010878010878010878,0.020844910163994007,WW,0.08820628771966972
chr1,21239486,Zm00001eb007170,94,12,4,-0.3619978579572054,-0.09021653626304063,-0.4532467773641129,0.6840589276042862,0.22778786097945045,0.13296703296703297,0.27943611667336127,WW,0.3625912326034725
chr1,21627185,Zm00001eb007270,128,4,10,0.21141357743403394,-0.02344170282941136,0.6538177013100994,0.4047620765363228,0.2559466727226761,0.4535464535464536,0.3679752668530554,WW,0.7091894655235288
chr1,21627185,Zm00001eb007280,566,4,14,-0.5249380690163259,-0.23060121732431882,-0.8403467079212287,0.5249380690163259,0.2679776085000924,0.15751633986928104,0.18342256375761334,WW,0.4002664546989635
chr1,21828189,Zm00001eb007440,1868,15,3,0.19431116842865906,0.472935325346508,-0.6137869535693187,0.38700012382375654,0.472935325346508,0.4264705882352941,0.33607395145885555,WW,0.6898880254310282
chr1,21921024,Zm00001eb007510,53,9,9,0.17144295462413092,0.4405280061516601,-0.5715821932887736,0.335351501819993,0.518424387501642,0.42677673653298365,0.2449358697372192,WW,0.6900483240651364
chr1,22125137,Zm00001eb007570,190,8,6,-0.48251812082276724,-0.1351648425569402,-1.329678396228897,0.5024132610050585,0.2198922542192139,0.029304029304029304,0.027154289354141596,WW,0.1525946275946276
chr1,22434582,Zm00001eb007600,487,12,3,-0.1289040968135307,-0.27391442316678644,0.7165276050470156,0.14397678841457207,0.28064030158250897,0.734065934065934,0.5908487407929451,WW,0.894314410380943
chr1,22569519,Zm00001eb007650,1670,3,14,-0.3983788018274754,-0.39972634207615876,0.0032800770149214037,0.3983788018274754,0.49150679752918197,0.7676470588235295,0.9968618396105656,WW,0.919125090560503
chr1,22651523,Zm00001eb007670,436,15,4,-0.35503446763383395,-0.07830788883374745,-1.0375367605610963,0.3624306891639864,0.2509052659656982,0.152218782249742,0.18131263335362613,WW,0.3907776055804135
chr1,22651631,Zm00001eb007670,328,13,6,-0.37671542589356466,-0.12357467220435982,-0.9575530707477615,0.3852495276591252,0.23863959029232695,0.07150228512457615,0.08485859054370296,WW,0.2550864751741347
chr1,22917958,Zm00001eb007780,160,3,15,-0.1934695190599458,-0.0774977084427789,-0.5732670309922485,0.1934695190599458,0.2003543743865509,0.5735294117647058,0.19703369765494635,WW,0.7915398163803817
chr1,22930686,Zm00001eb007800,45,3,15,0.2842133753399978,0.22191845311736438,0.09789349359151003,0.2842133753399978,0.3793606884628089,0.3014705882352941,0.796632271993989,WW,0.568752324026129
chr1,23809297,Zm00001eb008060,127,7,5,-0.017974225386371754,-0.03642729303199617,0.0542310130782748,0.05547266346587244,0.35770011217524644,0.638888888888889,0.9421886631864944,WW,0.8400882634459277
chr1,24900088,Zm00001eb008260,388,3,7,-2.973949494754109,-2.5159110473212176,-1.288902704944676,2.973949494754109,2.5159110473212176,0.11666666666666667,0.13617802642799673,WW,0.3347491270866217
chr1,24932945,Zm00001eb008270,1379,4,12,1.222010480240921,0.7797316200440063,0.8120771974839535,1.222010480240921,0.7797316200440063,0.21208791208791208,0.046674205573715856,WW,0.47152656105291196
chr1,25397437,Zm00001eb008360,852,4,13,-1.6627259607654064,-1.1898433322968673,-0.534971706793829,1.6627259607654064,1.3006308161969895,0.20168067226890757,0.1288949694957465,WW,0.4598287944901491
chr1,25518584,Zm00001eb008440,781,3,3,1.317610626077481,0.7152899414243694,1.9573863533373732,1.317610626077481,0.7152899414243694,0.1,0.13575127930572517,WW,0.31092875840613915
chr1,25539654,Zm00001eb008460,1249,6,13,-0.20371973519651573,-0.1989414052668945,-0.011173753719652995,0.20371973519651573,0.43918137544795705,0.2818074598260357,0.9758561595592836,WW,0.5512851069884919
chr1,25555438,Zm00001eb008470,149,9,5,0.627148217112691,-0.41652019799672,2.0915043677967478,0.6303676473260196,0.564569006400421,0.006993006993006993,0.016917189368312015,WW,0.06925813166526391
chr1,25937288,Zm00001eb008580,390,8,8,-0.2181607961408013,0.4434372695422406,-1.0989201348592654,0.5190792579074924,0.47908836840294067,0.04988344988344988,0.049799812058424146,WW,0.2069009466644812
chr1,26378695,Zm00001eb008660,880,15,3,0.4948168755113539,0.9352138117628206,-1.1711543744157822,0.49508805883463036,0.9352138117628206,0.3602941176470588,0.4338125675217614,WW,0.6353683020081655
chr1,26668377,Zm00001eb008710,538,5,7,0.10238137927615483,-0.013877413019035263,0.5706993286064674,0.19371218092506287,0.16266311400354505,0.3434343434343435,0.3603287850226445,WW,0.617120159176234
chr1,27067364,Zm00001eb008810,1357,8,10,0.9981463862934961,1.0325610282534774,-0.04291912712072817,0.9981463862934961,1.113735725706023,0.8285570638511814,0.9251994889688401,WW,0.94960893269721
chr1,28363026,Zm00001eb009140,933,9,6,-0.03231502262449638,-0.10852091210107127,0.387551011227395,0.18759114335579713,0.10852091210107127,0.8639360639360639,0.4265112525896576,WW,0.9662862475928814
chr1,28395520,Zm00001eb009160,149,3,16,0.07990437692818339,-0.037644067091878904,0.3999114417442514,0.07990437692818339,0.2610123346601202,0.35913312693498456,0.18388149348144864,WW,0.6353683020081655
chr1,28467437,Zm00001eb009170,226,4,15,0.2029675916988512,0.25332383010892384,-0.15310946024449895,0.20711327851454678,0.349420956785503,0.8854489164086687,0.7169847334113352,WW,0.9766594715530417
chr1,28467540,Zm00001eb009170,123,3,16,0.19281161528239996,0.25208081078637895,-0.18025203275660887,0.1983391977033274,0.34217186704567193,0.7925696594427245,0.7369644639753087,WW,0.9287519286343601
chr1,28558588,Zm00001eb009250,1715,4,14,0.8227024555212268,0.5234080279492777,0.7173969418251255,0.8227024555212268,0.54395401512434,0.3274509803921568,0.289813144496189,WW,0.6004239746655513
chr1,28799518,Zm00001eb009320,193,13,5,-0.0954231644655411,-0.5461466669398056,0.8523156993078307,0.469273282261618,0.5461466669398056,0.14332399626517275,0.03571822412197395,WW,0.3797411725610699
chr1,29129446,Zm00001eb009430,75,15,3,0.48273805924512664,0.3302870785070911,0.1712607922393571,0.8570520488528072,0.3302870785070911,0.056372549019607844,0.5511813406526761,WW,0.22195582195582192
chr1,29172246,Zm00001eb009460,453,4,14,0.2499466821576804,0.08795688650810475,0.4620803131702304,0.289506744822213,0.30590939839912856,0.5052287581699346,0.3529077927367046,WW,0.7510455901948833
chr1,29172796,Zm00001eb009460,97,5,13,0.20197687458768693,0.09394605898505796,0.3051120278637604,0.233624924719313,0.32866414871385286,0.7028478057889822,0.4963241086061319,WW,0.8763853663311709
chr1,29512421,Zm00001eb009540,1407,15,3,-0.15562444509154238,-0.20906280407879274,0.05559668536372908,0.5598817444579772,1.5102520917244062,0.7377450980392157,0.9667267823086613,WW,0.8966661184288935
chr1,29708364,Zm00001eb009580,19,4,8,-0.3751145145449416,-0.5372567203549142,0.37529324519877233,0.3751145145449416,0.5485286927370487,0.8080808080808081,0.4108134254572696,WW,0.9380953858899812
chr1,30240128,Zm00001eb009640,18,14,3,-0.46166118547925633,-0.04601788293771386,-1.0935224656299747,0.4771759789177251,0.2600745421187055,0.15588235294117647,0.16243795101167371,WW,0.3976837109321484
chr1,30676529,Zm00001eb009770,100,4,5,0.2588278258406428,-0.3592953237922367,1.8039041858806233,0.2588278258406428,0.3753262995423708,0.015873015873015872,0.029091650818774944,WW,0.10918363446743218
